PurchaseID,CustomerID,ProductID,PurchaseAmount,PurchaseDate
PH617,C4144,P3580,228.57,2023-07-10
PH618,C398,P411,901.45,2023-08-29
PH619,C917,P3942,333.84,2023-06-27
PH620,C4681,P1339,36.68,2023-05-29
PH621,C168,P4236,929.34,2023-01-04
PH622,C2465,P1516,352.42,2023-06-26
PH623,C1307,P3245,606.46,2023-04-30
PH624,C814,P175,762.21,2023-09-05
PH625,C921,P1111,96.21,2023-03-01
PH626,C2591,P3009,537.02,2023-06-11
PH627,C2055,P1976,892.48,2023-09-13
PH628,C693,P2975,893.45,2023-03-14
PH629,C1751,P2102,760.96,2023-08-11
PH630,C617,P98,279.24,2023-09-04
PH631,C1142,P4068,542.19,2023-05-18
PH632,C2120,P267,129.79,2023-05-22
PH633,C3889,P1028,321.93,2023-12-04
PH634,C4402,P2097,890.74,2023-04-10
PH635,C1172,P2906,750.95,2023-06-20
PH636,C1078,P3493,640.34,2023-12-02
PH637,C4529,P2522,539.81,2023-07-20
PH638,C2117,P1357,75.55,2023-10-06
PH639,C4262,P1010,616.46,2023-03-17
PH640,C1814,P1941,931.24,2023-04-14
PH641,C854,P4587,302.18,2023-10-10
PH642,C4041,P2018,559.92,2023-05-12
PH643,C4958,P2421,250.54,2023-10-07
PH644,C2700,P3450,674.49,2023-08-15
PH645,C1655,P2480,213.56,2023-08-19
PH646,C4513,P3194,332.81,2023-09-25
PH647,C1193,P907,854.35,2023-10-23
PH648,C1557,P2719,816.25,2023-01-23
PH649,C1100,P4649,355.26,2023-04-14
PH650,C2918,P1546,233.58,2023-03-10
PH651,C4671,P4005,652.06,2023-11-06
PH652,C3964,P1459,110.91,2023-12-28
PH653,C2708,P4295,648.45,2023-05-19
PH654,C928,P2550,574.3,2023-08-27
PH655,C2554,P3314,504.94,2023-08-07
PH656,C975,P2709,810.05,2023-06-05
PH657,C4246,P1554,799.46,2023-12-05
PH658,C893,P3089,399.52,2023-12-24
PH659,C2702,P4674,232.52,2023-06-28
PH660,C4729,P2894,669.01,2023-04-30
PH661,C4045,P791,655.99,2023-02-19
PH662,C2248,P1692,982.96,2023-07-05
PH663,C644,P2761,303.75,2023-07-25
PH664,C2219,P329,532.46,2023-04-05
PH665,C826,P2552,437.15,2023-05-08
PH666,C96,P2405,965.1,2023-08-06
PH667,C4068,P500,49.91,2023-12-17
PH668,C2863,P139,603.52,2023-10-22
PH669,C2421,P301,612.29,2023-09-22
PH670,C3209,P3377,488.23,2023-05-15
PH671,C1431,P1408,529.48,2023-07-05
PH672,C2490,P746,501.84,2023-01-06
PH673,C1464,P306,300.22,2023-12-18
PH674,C2033,P1215,330.84,2023-06-27
PH675,C4232,P3050,763.92,2023-05-01
PH676,C4449,P4729,578.88,2023-01-06
PH677,C3053,P2226,435.61,2023-07-02
PH678,C2854,P986,671.53,2023-11-26
PH679,C4072,P3257,91.76,2023-10-18
PH680,C3931,P285,54.86,2023-08-30
PH681,C3739,P1996,928.13,2023-11-14
PH682,C3757,P4723,291.06,2023-10-06
PH683,C591,P4667,922.99,2023-07-07
PH684,C2211,P3801,46.88,2023-06-08
PH685,C2782,P4013,199.54,2023-08-20
PH686,C2141,P4984,8.52,2023-06-11
PH687,C1282,P1358,922.21,2023-05-26
PH688,C3189,P4626,999.15,2023-12-23
PH689,C586,P4673,653.71,2023-11-07
PH690,C763,P3432,707.13,2023-08-24
PH691,C4659,P42,880.23,2023-12-16
PH692,C4326,P1218,574.6,2023-10-06
PH693,C3406,P577,27.22,2023-03-08
PH694,C2723,P946,542.59,2023-11-02
PH695,C483,P1864,876.51,2023-11-04
PH696,C1692,P4479,731.73,2023-09-26
PH697,C3590,P3541,48.91,2023-04-17
PH698,C2138,P3486,526.85,2023-03-05
PH699,C4965,P4854,74.1,2023-04-13
PH700,C2236,P3660,726.96,2023-01-18
PH701,C4951,P4538,346.2,2023-06-13
PH702,C4597,P2447,388.77,2023-06-24
PH703,C2810,P3454,574.82,2023-05-22
PH704,C823,P4831,495.0,2023-08-13
PH705,C2976,P3445,332.33,2023-07-15
PH706,C4842,P1592,333.83,2023-08-06
PH707,C2908,P1481,48.5,2023-05-31
PH708,C83,P2440,380.11,2023-11-27
PH709,C2649,P1477,561.01,2023-04-16
PH710,C222,P3506,418.51,2023-09-03
PH711,C3804,P3535,600.55,2023-01-23
PH712,C4334,P3632,612.75,2023-07-09
PH713,C4383,P4781,392.67,2023-06-18
PH714,C3922,P1418,562.6,2023-05-20
PH715,C2479,P602,275.89,2023-12-03
PH716,C3559,P3036,814.57,2023-12-17
PH717,C2658,P3506,495.99,2023-08-22
PH718,C2332,P3481,581.93,2023-08-26
PH719,C4447,P3804,53.11,2023-03-19
PH720,C1754,P4401,893.19,2023-04-17
PH721,C2806,P4551,439.04,2023-12-05
PH722,C2259,P2764,382.64,2023-05-06
PH723,C1488,P4606,707.2,2023-03-24
PH724,C3758,P3039,782.04,2023-03-04
PH725,C2346,P4630,163.32,2023-02-20
PH726,C2021,P3522,352.29,2023-04-08
PH727,C1409,P4361,950.38,2023-03-14
PH728,C2668,P4020,548.2,2023-03-07
PH729,C120,P969,84.42,2023-05-25
PH730,C4611,P1843,149.2,2023-03-09
PH731,C1701,P4561,58.92,2023-05-16
PH732,C1769,P1111,715.97,2023-10-10
PH733,C4827,P1896,340.67,2023-01-20
PH734,C1317,P3149,724.98,2023-09-19
PH735,C2434,P4644,904.81,2023-05-20
PH736,C4375,P2503,666.34,2023-10-11
PH737,C2667,P2764,10.68,2023-10-18
PH738,C3613,P640,814.54,2023-06-12
PH739,C266,P4198,798.01,2023-09-12
PH740,C2705,P4570,308.73,2023-01-22
PH741,C222,P1157,140.04,2023-10-18
PH742,C2063,P3759,489.96,2023-07-08
PH743,C4406,P1508,505.76,2023-03-29
PH744,C4604,P1961,252.76,2023-04-27
PH745,C534,P454,151.26,2023-08-11
PH746,C3292,P4959,328.46,2023-10-05
PH747,C1508,P4926,968.9,2023-10-03
PH748,C2941,P2009,325.3,2023-05-09
PH749,C4889,P2031,643.3,2023-01-16
PH750,C1376,P2213,167.55,2023-06-16
PH751,C3637,P550,584.18,2023-10-24
PH752,C2908,P3771,222.81,2023-10-15
PH753,C4376,P912,489.78,2023-03-28
PH754,C3835,P1704,269.49,2023-08-07
PH755,C774,P1594,819.29,2023-09-01
PH756,C1670,P1171,414.04,2023-07-13
PH757,C288,P2114,261.45,2023-03-24
PH758,C2734,P199,560.7,2023-01-27
PH759,C3996,P1594,908.85,2023-01-18
PH760,C1569,P1486,741.82,2023-11-22
PH761,C296,P4523,968.12,2023-02-17
PH762,C426,P1466,738.84,2023-10-13
PH763,C4910,P813,104.31,2023-08-15
PH764,C4776,P3703,436.51,2023-07-23
PH765,C2721,P4750,18.41,2023-07-01
PH766,C4618,P1058,899.73,2023-01-25
PH767,C2827,P1177,258.6,2023-07-10
PH768,C3863,P2635,21.13,2023-10-12
PH769,C1407,P4186,751.08,2023-04-28
PH770,C4643,P2836,530.36,2023-09-25
PH771,C2975,P3880,259.42,2023-06-18
PH772,C2558,P3980,885.81,2023-10-18
PH773,C880,P3547,999.72,2023-10-26
PH774,C52,P2854,75.63,2023-05-28
PH775,C1147,P2659,39.61,2023-01-21
PH776,C2792,P3385,430.01,2023-06-02
PH777,C1681,P3232,986.27,2023-06-05
PH778,C773,P898,588.24,2023-09-22
PH779,C145,P469,711.88,2023-01-17
PH780,C1380,P3725,55.15,2023-12-18
PH781,C3758,P3008,594.39,2023-08-05
PH782,C2694,P3242,649.0,2023-06-20
PH783,C4021,P577,845.61,2023-04-25
PH784,C274,P364,226.51,2023-04-24
PH785,C4572,P4321,443.07,2023-04-11
PH786,C3843,P1540,583.29,2023-12-14
PH787,C464,P3322,179.84,2023-02-16
PH788,C1483,P3201,915.31,2023-10-03
PH789,C2738,P1017,800.95,2023-05-01
PH790,C35,P2657,794.88,2023-06-30
PH791,C1370,P1545,387.61,2023-04-19
PH792,C3486,P1744,297.59,2023-07-31
PH793,C564,P3263,709.85,2023-09-15
PH794,C4534,P2618,50.86,2023-09-02
PH795,C3486,P4290,554.07,2023-11-24
PH796,C3411,P408,713.86,2023-12-21
PH797,C635,P4665,747.49,2023-08-28
PH798,C4582,P2405,319.03,2023-04-21
PH799,C1068,P3707,361.51,2023-08-08
PH800,C3971,P2768,491.32,2023-10-08
PH801,C1900,P4896,749.92,2023-01-05
PH802,C1285,P3428,135.52,2023-03-07
PH803,C2906,P4157,144.73,2023-04-07
PH804,C626,P2504,374.99,2023-05-18
PH805,C2422,P632,465.68,2023-12-08
PH806,C1581,P77,445.39,2023-12-08
PH807,C1495,P4192,573.72,2023-05-11
PH808,C2040,P2748,511.3,2023-10-17
PH809,C158,P2120,9.4,2023-06-01
PH810,C1957,P3772,761.41,2023-05-07
PH811,C2086,P3854,14.03,2023-06-01
PH812,C2921,P2857,853.29,2023-03-01
PH813,C4979,P3824,309.75,2023-10-21
PH814,C1394,P2542,98.05,2023-11-18
PH815,C1293,P1079,878.73,2023-04-26
PH816,C913,P4535,189.64,2023-10-30
PH817,C3838,P1851,886.92,2023-02-18
PH818,C2482,P856,56.54,2023-05-13
PH819,C3273,P3008,493.0,2023-10-03
PH820,C2419,P142,596.85,2023-01-30
PH821,C1015,P3240,527.89,2023-07-08
PH822,C3871,P1794,417.94,2023-01-04
PH823,C1930,P1478,852.4,2023-05-22
PH824,C1063,P2478,461.1,2023-06-09
PH825,C964,P1711,52.7,2023-04-09
PH826,C200,P3997,677.01,2023-06-03
PH827,C3955,P1029,291.24,2023-01-31
PH828,C1674,P4256,546.3,2023-02-28
PH829,C1172,P4977,123.05,2023-12-26
PH830,C4710,P4049,345.3,2023-02-01
PH831,C422,P4161,396.4,2023-04-09
PH832,C4529,P2502,316.03,2023-06-24
PH833,C3057,P1803,570.32,2023-07-01
PH834,C1928,P4177,110.71,2023-12-30
PH835,C3378,P407,418.63,2023-10-17
PH836,C2093,P1541,88.08,2023-10-04
PH837,C4343,P3633,561.43,2023-11-25
PH838,C185,P446,252.25,2023-12-18
PH839,C2107,P4222,458.42,2023-01-06
PH840,C464,P3355,329.05,2023-05-14
PH841,C2654,P1420,335.9,2023-01-30
PH842,C2764,P3058,458.08,2023-07-21
PH843,C430,P2805,550.09,2023-02-04
PH844,C2531,P2852,522.9,2023-04-18
PH845,C4122,P4923,213.27,2023-11-04
PH846,C36,P1355,715.22,2023-08-10
PH847,C4750,P4641,272.26,2023-09-03
PH848,C2967,P3969,219.19,2023-09-03
PH849,C2284,P4372,56.18,2023-06-08
PH850,C1519,P4783,171.83,2023-05-28
PH851,C692,P977,51.94,2023-12-06
PH852,C3098,P913,375.85,2023-05-04
PH853,C3375,P831,77.83,2023-01-07
PH854,C3804,P3910,987.37,2023-11-30
PH855,C4316,P3633,273.41,2023-12-13
PH856,C3766,P3609,501.5,2023-02-02
PH857,C1757,P1440,770.37,2023-10-02
PH858,C3962,P2283,270.42,2023-10-21
PH859,C513,P4217,426.17,2023-08-01
PH860,C4431,P1819,948.45,2023-08-04
PH861,C3865,P3488,831.68,2023-04-18
PH862,C2485,P3538,489.96,2023-08-27
PH863,C1278,P1527,117.94,2023-10-17
PH864,C217,P4100,363.57,2023-07-26
PH865,C4715,P3671,246.09,2023-12-03
PH866,C3767,P4865,92.69,2023-04-03
PH867,C2744,P3212,775.08,2023-09-14
PH868,C3720,P130,108.12,2023-12-06
PH869,C3906,P1454,924.45,2023-04-16
PH870,C1608,P2832,296.74,2023-04-09
PH871,C2514,P3361,550.61,2023-04-23
PH872,C3653,P3584,762.95,2023-01-19
PH873,C631,P2963,881.74,2023-04-28
PH874,C4011,P4348,74.01,2023-03-02
PH875,C2125,P1924,645.68,2023-08-26
PH876,C2932,P2248,325.57,2023-06-11
PH877,C2985,P2827,372.67,2023-02-10
PH878,C597,P4281,218.07,2023-10-01
PH879,C4827,P4939,648.5,2023-03-15
PH880,C2272,P3200,175.28,2023-02-06
PH881,C2563,P4331,913.16,2023-03-26
PH882,C4953,P3008,790.28,2023-08-31
PH883,C3168,P2457,874.92,2023-07-08
PH884,C3766,P704,30.26,2023-06-11
PH885,C4456,P2992,453.23,2023-04-09
PH886,C3237,P3386,778.49,2023-11-13
PH887,C2252,P761,586.24,2023-11-04
PH888,C3120,P4085,748.12,2023-04-18
PH889,C855,P3990,575.23,2023-03-06
PH890,C3284,P1708,961.28,2023-06-01
PH891,C3013,P1874,251.07,2023-07-18
PH892,C1539,P4655,107.82,2023-04-30
PH893,C3647,P1242,300.28,2023-05-16
PH894,C1387,P1030,736.86,2023-01-03
PH895,C257,P4000,428.27,2023-02-14
PH896,C3825,P4541,626.58,2023-05-14
PH897,C2776,P238,501.76,2023-01-23
PH898,C1237,P1168,661.53,2023-05-17
PH899,C4283,P1847,459.66,2023-11-12
PH900,C4576,P3991,609.71,2023-03-14
PH901,C359,P3964,71.85,2023-03-12
PH902,C2783,P4741,881.44,2023-07-15
PH903,C4814,P685,516.83,2023-05-08
PH904,C1696,P3110,296.33,2023-04-07
PH905,C3926,P477,647.91,2023-11-26
PH906,C2324,P1823,277.37,2023-07-17
PH907,C4672,P481,131.32,2023-07-19
PH908,C263,P1601,552.01,2023-11-28
PH909,C4507,P4739,409.58,2023-01-21
PH910,C3907,P4924,933.67,2023-04-13
PH911,C2275,P4869,534.75,2023-04-02
PH912,C3325,P717,329.01,2023-11-15
PH913,C268,P2005,104.37,2023-01-05
PH914,C151,P3698,298.48,2023-01-27
PH915,C1196,P1391,958.47,2023-02-25
PH916,C1649,P2763,512.11,2023-01-28
PH917,C765,P2224,298.87,2023-11-08
PH918,C4883,P1019,470.58,2023-07-18
PH919,C1372,P1354,911.83,2023-11-02
PH920,C2932,P3130,292.63,2023-12-26
PH921,C3746,P3346,953.99,2023-10-14
PH922,C4707,P4806,972.42,2023-08-15
PH923,C3782,P2363,862.73,2023-01-11
PH924,C1872,P4224,797.72,2023-12-03
PH925,C1784,P2251,882.94,2023-01-30
PH926,C2388,P1247,870.88,2023-11-16
PH927,C4258,P3376,783.39,2023-01-30
PH928,C1946,P160,827.56,2023-02-01
PH929,C4774,P3877,104.92,2023-08-16
PH930,C832,P4257,531.21,2023-03-01
PH931,C1205,P590,849.63,2023-06-26
PH932,C2372,P2379,920.01,2023-06-11
PH933,C1218,P3996,122.1,2023-03-21
PH934,C287,P4873,422.66,2023-12-25
PH935,C1268,P4772,417.52,2023-08-16
PH936,C129,P100,924.96,2023-09-19
PH937,C2848,P4100,924.06,2023-07-26
PH938,C79,P3221,438.83,2023-01-23
PH939,C180,P4,792.57,2023-03-20
PH940,C3926,P896,520.68,2023-04-12
PH941,C4011,P1300,745.7,2023-07-17
PH942,C4016,P2023,720.08,2023-11-01
PH943,C1919,P3226,216.56,2023-08-17
PH944,C3890,P4822,855.13,2023-03-30
PH945,C4551,P1020,528.74,2023-01-22
PH946,C4552,P2154,817.91,2023-10-07
PH947,C31,P4376,823.55,2023-05-12
PH948,C2628,P3304,403.14,2023-07-10
PH949,C126,P3839,200.55,2023-08-21
PH950,C448,P1563,938.9,2023-12-29
PH951,C4031,P2763,126.09,2023-10-06
PH952,C715,P3630,951.63,2023-08-26
PH953,C359,P937,200.4,2023-03-06
PH954,C3642,P1267,811.55,2023-07-14
PH955,C1942,P4938,537.99,2023-12-05
PH956,C4647,P3326,138.52,2023-11-14
PH957,C195,P414,902.14,2023-03-05
PH958,C3357,P866,88.33,2023-07-05
PH959,C2386,P1688,731.71,2023-08-18
PH960,C4347,P2986,677.77,2023-12-17
PH961,C1650,P2374,789.75,2023-01-29
PH962,C800,P4310,535.66,2023-03-29
PH963,C2689,P1680,866.08,2023-02-17
PH964,C916,P1359,897.63,2023-09-14
PH965,C306,P4263,433.67,2023-12-26
PH966,C2424,P902,846.81,2023-04-27
PH967,C3872,P3053,465.28,2023-07-19
PH968,C2213,P2659,777.26,2023-10-01
PH969,C442,P2961,214.78,2023-08-14
PH970,C3623,P4693,751.87,2023-07-20
PH971,C3982,P529,847.34,2023-12-05
PH972,C1451,P3822,989.8,2023-04-15
PH973,C3821,P2707,512.08,2023-09-30
PH974,C1040,P4719,150.54,2023-07-07
PH975,C3292,P4463,207.35,2023-12-29
PH976,C540,P106,120.41,2023-12-08
PH977,C3106,P1347,476.3,2023-05-19
PH978,C46,P801,424.74,2023-01-07
PH979,C3183,P3167,411.69,2023-10-02
PH980,C2164,P2780,615.66,2023-04-14
PH981,C2889,P2011,635.59,2023-08-04
PH982,C3915,P805,971.69,2023-04-22
PH983,C2276,P502,881.28,2023-09-15
PH984,C1101,P1982,715.84,2023-02-16
PH985,C1934,P3211,443.49,2023-03-25
PH986,C3847,P3640,758.59,2023-12-25
PH987,C1507,P3320,618.28,2023-07-22
PH988,C1030,P4289,271.61,2023-03-28
PH989,C4251,P2902,212.71,2023-04-03
PH990,C890,P3960,930.69,2023-09-14
PH991,C949,P3145,455.56,2023-08-15
PH992,C1623,P2127,902.18,2023-10-07
PH993,C3250,P2045,213.36,2023-09-11
PH994,C2733,P2956,12.04,2023-04-15
PH995,C82,P3440,972.14,2023-11-25
PH996,C3660,P3340,441.16,2023-01-06
PH997,C672,P334,819.84,2023-07-24
PH998,C429,P1347,325.03,2023-07-18
PH999,C2925,P2869,914.21,2023-02-07
PH1000,C2452,P2182,541.37,2023-06-21
PH1001,C3247,P3947,762.65,2023-08-19
PH1002,C49,P3105,224.25,2023-05-22
PH1003,C3809,P367,584.97,2023-03-30
PH1004,C3780,P390,70.17,2023-05-18
PH1005,C3075,P2625,776.76,2023-05-28
PH1006,C2619,P317,73.51,2023-12-28
PH1007,C2035,P4153,87.97,2023-10-31
PH1008,C1686,P4514,432.87,2023-11-11
PH1009,C1840,P2550,289.22,2023-12-06
PH1010,C344,P509,763.96,2023-06-07
PH1011,C4099,P341,879.27,2023-06-23
PH1012,C1134,P2460,942.66,2023-03-23
PH1013,C105,P4362,339.0,2023-10-23
PH1014,C2214,P3122,672.32,2023-11-10
PH1015,C2870,P3017,852.41,2023-09-01
PH1016,C3149,P592,770.42,2023-12-30
PH1017,C492,P2002,790.28,2023-02-20
PH1018,C1502,P1727,517.15,2023-01-29
PH1019,C769,P2079,792.72,2023-12-28
PH1020,C3701,P1145,637.91,2023-12-11
PH1021,C902,P1400,726.94,2023-03-28
PH1022,C1186,P4884,852.02,2023-01-14
PH1023,C3817,P1729,582.65,2023-03-29
PH1024,C718,P142,632.76,2023-11-18
PH1025,C852,P1163,260.65,2023-03-02
PH1026,C4816,P2049,380.63,2023-11-19
PH1027,C4552,P2967,839.18,2023-10-10
PH1028,C4376,P4169,991.88,2023-06-24
PH1029,C2021,P4352,976.84,2023-08-07
PH1030,C1481,P3995,36.49,2023-06-11
PH1031,C316,P2135,460.0,2023-01-05
PH1032,C688,P1104,416.74,2023-10-29
PH1033,C4711,P2045,286.25,2023-07-30
PH1034,C1158,P4340,945.26,2023-02-01
PH1035,C4527,P230,747.38,2023-10-24
PH1036,C221,P636,979.22,2023-11-26
PH1037,C3414,P4681,952.92,2023-04-12
PH1038,C321,P4480,359.72,2023-01-29
PH1039,C3903,P4516,86.05,2023-12-24
PH1040,C2364,P4610,809.29,2023-08-04
PH1041,C841,P2324,66.34,2023-05-15
PH1042,C384,P2834,790.25,2023-10-08
PH1043,C4793,P1929,452.25,2023-09-08
PH1044,C2882,P2333,9.61,2023-06-03
PH1045,C4553,P3083,95.88,2023-10-13
PH1046,C227,P1778,981.89,2023-02-15
PH1047,C1207,P1992,231.92,2023-03-23
PH1048,C9,P4250,20.52,2023-11-28
PH1049,C316,P4095,389.0,2023-01-22
PH1050,C1303,P3299,986.17,2023-10-20
PH1051,C4495,P3767,361.2,2023-04-17
PH1052,C1761,P2612,32.19,2023-11-27
PH1053,C4232,P2675,253.92,2023-07-13
PH1054,C1299,P2791,853.7,2023-04-19
PH1055,C1326,P138,337.95,2023-10-07
PH1056,C2445,P2379,776.22,2023-09-17
PH1057,C2803,P4929,741.17,2023-10-05
PH1058,C2012,P926,452.18,2023-01-01
PH1059,C3481,P3194,781.73,2023-09-29
PH1060,C1218,P3259,295.68,2023-08-14
PH1061,C4755,P152,937.21,2023-11-02
PH1062,C3926,P4260,602.67,2023-09-03
PH1063,C4418,P1389,506.37,2023-02-25
PH1064,C3417,P784,430.54,2023-11-05
PH1065,C1628,P105,42.34,2023-07-09
PH1066,C424,P608,303.04,2023-02-20
PH1067,C4348,P3705,959.25,2023-11-15
PH1068,C772,P3407,659.37,2023-06-21
PH1069,C3674,P2876,312.96,2023-07-14
PH1070,C4222,P1253,625.66,2023-12-24
PH1071,C4372,P321,375.63,2023-02-20
PH1072,C115,P1241,726.88,2023-07-01
PH1073,C4376,P475,403.74,2023-06-15
PH1074,C2380,P901,345.9,2023-09-23
PH1075,C2920,P335,358.48,2023-08-10
PH1076,C4870,P2989,994.52,2023-02-13
PH1077,C1098,P2767,429.47,2023-10-01
PH1078,C4184,P253,457.91,2023-08-02
PH1079,C3326,P3035,95.58,2023-05-06
PH1080,C3475,P3739,284.04,2023-05-18
PH1081,C3202,P1277,706.72,2023-05-12
PH1082,C2684,P474,851.85,2023-03-12
PH1083,C3075,P4034,549.96,2023-10-09
PH1084,C5000,P3422,611.0,2023-03-08
PH1085,C843,P396,296.67,2023-12-13
PH1086,C2939,P2324,484.58,2023-02-02
PH1087,C2740,P4386,866.9,2023-12-03
PH1088,C4840,P4965,352.46,2023-01-06
PH1089,C1528,P3719,635.58,2023-09-22
PH1090,C4370,P1707,124.51,2023-02-18
PH1091,C2276,P1412,213.37,2023-07-18
PH1092,C1753,P4562,881.09,2023-03-07
PH1093,C4847,P1228,494.78,2023-11-30
PH1094,C4829,P3586,991.82,2023-01-25
PH1095,C3888,P4771,939.22,2023-05-12
PH1096,C133,P4890,972.99,2023-05-13
PH1097,C4474,P263,824.8,2023-12-04
PH1098,C3512,P977,384.63,2023-06-03
PH1099,C763,P3039,922.8,2023-06-05
PH1100,C3883,P2496,955.25,2023-06-20
PH1101,C1132,P2902,289.99,2023-02-20
PH1102,C2243,P1883,873.06,2023-04-24
PH1103,C3608,P4331,563.32,2023-01-26
PH1104,C3798,P4519,892.11,2023-01-24
PH1105,C3342,P2580,577.43,2023-01-08
PH1106,C4094,P1535,676.67,2023-08-13
PH1107,C2289,P1529,634.41,2023-08-09
PH1108,C4522,P94,914.42,2023-11-23
PH1109,C1380,P753,724.44,2023-04-24
PH1110,C3634,P4136,600.68,2023-07-27
PH1111,C1153,P3765,143.27,2023-07-06
PH1112,C786,P3575,341.77,2023-03-23
PH1113,C1241,P4054,554.93,2023-01-08
PH1114,C2477,P4804,911.36,2023-02-15
PH1115,C1018,P42,108.15,2023-01-21
PH1116,C1264,P1414,359.5,2023-12-12
PH1117,C4046,P3298,476.65,2023-09-06
PH1118,C1763,P2545,276.76,2023-03-30
PH1119,C523,P4364,506.36,2023-03-27
PH1120,C515,P65,642.33,2023-05-08
PH1121,C1093,P1321,926.93,2023-11-17
PH1122,C647,P3844,285.32,2023-05-15
PH1123,C2079,P1368,151.08,2023-04-30
PH1124,C2288,P3707,44.07,2023-03-07
PH1125,C2264,P2983,264.87,2023-02-23
PH1126,C3722,P514,177.44,2023-09-08
PH1127,C2625,P3774,402.36,2023-11-30
PH1128,C895,P855,168.8,2023-06-29
PH1129,C4494,P2717,532.28,2023-05-16
PH1130,C3968,P1401,598.31,2023-12-19
PH1131,C2935,P4319,63.19,2023-01-11
PH1132,C1494,P4041,855.0,2023-03-22
PH1133,C999,P3959,714.01,2023-02-21
PH1134,C7,P697,282.22,2023-11-21
PH1135,C925,P4812,976.78,2023-08-22
PH1136,C3229,P3214,827.87,2023-04-18
PH1137,C695,P139,613.02,2023-11-03
PH1138,C3046,P1982,468.66,2023-03-19
PH1139,C3137,P350,527.93,2023-04-12
PH1140,C290,P1715,804.86,2023-09-22
PH1141,C858,P3236,215.27,2023-03-15
PH1142,C1367,P1059,267.38,2023-01-11
PH1143,C2960,P2701,165.14,2023-05-13
PH1144,C3629,P3351,242.42,2023-03-16
PH1145,C569,P3652,129.32,2023-11-04
PH1146,C3991,P3649,537.02,2023-09-09
PH1147,C855,P4950,204.18,2023-04-18
PH1148,C513,P4184,296.72,2023-06-17
PH1149,C410,P4614,474.06,2023-01-02
PH1150,C1920,P4200,933.64,2023-12-11
PH1151,C1811,P2308,733.02,2023-01-01
PH1152,C1436,P1556,160.08,2023-03-22
PH1153,C3450,P2583,826.22,2023-07-21
PH1154,C2797,P2081,98.0,2023-09-03
PH1155,C4313,P3152,871.79,2023-04-25
PH1156,C1932,P931,505.44,2023-11-30
PH1157,C3855,P1770,772.51,2023-02-09
PH1158,C2957,P2655,10.01,2023-06-09
PH1159,C3520,P257,645.39,2023-12-23
PH1160,C658,P1525,586.77,2023-09-13
PH1161,C1874,P4,357.67,2023-12-09
PH1162,C2818,P4430,859.44,2023-10-31
PH1163,C4723,P1087,330.66,2023-12-29
PH1164,C4327,P640,111.79,2023-02-13
PH1165,C1445,P3015,388.78,2023-01-05
PH1166,C2054,P3170,914.05,2023-11-02
PH1167,C412,P3820,875.24,2023-08-25
PH1168,C4314,P533,910.02,2023-07-26
PH1169,C2591,P3975,27.83,2023-02-03
PH1170,C3773,P767,395.57,2023-07-28
PH1171,C727,P4450,743.06,2023-03-16
PH1172,C2808,P4154,424.33,2023-12-03
PH1173,C1101,P2785,398.69,2023-12-18
PH1174,C2509,P1764,689.25,2023-01-28
PH1175,C4206,P3655,454.2,2023-01-16
PH1176,C1604,P1171,582.83,2023-08-23
PH1177,C1652,P3281,491.56,2023-01-15
PH1178,C2983,P1593,402.71,2023-04-27
PH1179,C452,P3984,325.59,2023-02-25
PH1180,C3856,P4991,283.5,2023-12-07
PH1181,C107,P1314,251.84,2023-01-29
PH1182,C2693,P571,322.63,2023-05-12
PH1183,C3839,P457,562.05,2023-08-21
PH1184,C1751,P746,561.66,2023-02-02
PH1185,C1908,P4826,315.53,2023-06-26
PH1186,C2175,P3321,24.07,2023-09-22
PH1187,C1365,P1134,742.06,2023-10-19
PH1188,C3832,P866,651.29,2023-02-22
PH1189,C1821,P2188,994.8,2023-06-28
PH1190,C862,P2859,407.24,2023-07-08
PH1191,C841,P4712,9.86,2023-04-12
PH1192,C1457,P4043,341.19,2023-02-08
PH1193,C128,P2585,509.73,2023-12-05
PH1194,C1155,P1187,919.54,2023-10-28
PH1195,C3242,P3846,713.09,2023-03-22
PH1196,C3002,P4166,268.81,2023-02-03
PH1197,C2958,P2597,794.64,2023-11-22
PH1198,C2131,P1057,138.2,2023-03-12
PH1199,C2808,P2402,893.17,2023-08-18
PH1200,C3492,P3500,591.09,2023-07-13
PH1201,C3401,P4458,755.16,2023-11-15
PH1202,C1292,P218,457.66,2023-06-28
PH1203,C3673,P3935,663.84,2023-05-13
PH1204,C3914,P1769,703.58,2023-05-20
PH1205,C3089,P4174,358.22,2023-09-11
PH1206,C710,P1654,629.8,2023-04-05
PH1207,C2207,P263,647.52,2023-10-27
PH1208,C2839,P336,421.88,2023-07-29
PH1209,C3280,P4959,263.46,2023-03-14
PH1210,C3987,P4305,349.73,2023-05-05
PH1211,C4302,P4485,142.47,2023-08-22
PH1212,C2763,P2208,693.13,2023-03-21
PH1213,C617,P842,145.91,2023-04-04
PH1214,C4782,P736,773.18,2023-11-10
PH1215,C846,P896,953.63,2023-03-28
PH1216,C463,P4411,939.41,2023-07-16
PH1217,C2054,P4963,194.04,2023-02-10
PH1218,C2822,P4229,907.83,2023-02-13
PH1219,C2353,P2710,157.9,2023-09-05
PH1220,C3086,P607,151.6,2023-08-23
PH1221,C4544,P1145,138.12,2023-11-15
PH1222,C3295,P2564,832.51,2023-06-05
PH1223,C4274,P888,170.49,2023-10-13
PH1224,C4878,P1972,29.16,2023-07-09
